,user_id,feature_used,session_duration,engagement_score,accessibility_settings,age_group,gender,additional_attributes,user_characteristics
261,user_4763,Multilingual,87.97,3,4,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
262,user_8838,Visual Aid,116.5,1,3,Adult,Female,Straight,Adult/Female/Straight
263,user_4934,Multilingual,34.05,5,5,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
264,user_2587,Text-to-Speech,34.04,1,2,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
265,user_2311,Text-to-Speech,45.09,3,0,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
266,user_6755,Visual Aid,97.75,3,3,Teenager,Female,Straight,Teenager/Female/Straight
267,user_7084,Multilingual,50.53,5,4,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
268,user_3236,High Contrast Mode,113.48,1,1,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
269,user_1424,Colorblind Mode,78.9,4,5,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
270,user_6029,Visual Aid,24.16,4,4,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
271,user_4959,Text-to-Speech,100.43,2,4,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
272,user_3478,High Contrast Mode,91.18,5,3,Professional,Male,Straight,Professional/Male/Straight
273,user_289,Multilingual,74.43,2,5,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
274,user_9716,Visual Aid,81.61,2,2,Adult,Male,Straight,Adult/Male/Straight
275,user_481,Visual Aid,19.29,5,2,Adult,Female,Straight,Adult/Female/Straight
276,user_3381,Visual Aid,44.9,5,4,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
277,user_5099,High Contrast Mode,47.91,4,4,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
279,user_1926,Visual Aid,96.46,3,0,Young Adult,Male,Straight,Young Adult/Male/Straight
280,user_4043,High Contrast Mode,115.53,5,5,Young Adult,Female,Straight,Young Adult/Female/Straight
281,user_1247,Visual Aid,75.88,5,1,Senior,Male,Straight,Senior/Male/Straight
282,user_5830,High Contrast Mode,21.19,2,2,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
283,user_6242,Visual Aid,81.88,3,2,Adult,Female,Straight,Adult/Female/Straight
284,user_5614,Text-to-Speech,19.31,4,3,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
285,user_3212,High Contrast Mode,26.8,2,5,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
286,user_6213,Visual Aid,21.53,2,3,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
287,user_7080,Text-to-Speech,83.34,4,5,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
288,user_8129,Colorblind Mode,6.24,4,2,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
289,user_1442,Multilingual,86.32,1,1,Professional,Male,Straight,Professional/Male/Straight
290,user_3395,Colorblind Mode,54.85,2,1,Adult,Female,Straight,Adult/Female/Straight
291,user_6569,Colorblind Mode,59.0,4,4,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
292,user_5016,Colorblind Mode,74.99,1,4,Professional,Male,Straight,Professional/Male/Straight
293,user_6861,Colorblind Mode,108.64,5,3,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
294,user_3208,Visual Aid,68.96,2,2,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
295,user_5386,Multilingual,72.05,2,1,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
296,user_1368,Multilingual,95.58,5,5,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
297,user_4940,Colorblind Mode,11.18,5,1,Teenager,Female,Straight,Teenager/Female/Straight
298,user_5322,Text-to-Speech,76.91,4,4,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
300,user_3011,Visual Aid,49.44,2,3,Professional,Male,Straight,Professional/Male/Straight
301,user_8439,Text-to-Speech,81.07,3,4,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
304,user_2281,Text-to-Speech,28.2,5,0,Young Adult,Male,Straight,Young Adult/Male/Straight
305,user_5327,Colorblind Mode,82.75,4,0,Senior,Female,Straight,Senior/Female/Straight
306,user_3545,Multilingual,17.44,3,0,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
307,user_5060,Multilingual,110.08,2,1,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
308,user_8381,High Contrast Mode,31.28,4,2,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
309,user_5260,Text-to-Speech,90.49,3,3,Adult,Female,Straight,Adult/Female/Straight
310,user_3064,Text-to-Speech,8.92,2,5,Adult,Male,Straight,Adult/Male/Straight
311,user_9759,High Contrast Mode,84.26,4,5,Adult,Male,Straight,Adult/Male/Straight
312,user_7322,High Contrast Mode,74.64,5,4,Professional,Female,Straight,Professional/Female/Straight
313,user_9309,Colorblind Mode,65.25,4,4,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
314,user_3469,Text-to-Speech,102.37,5,1,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
315,user_4189,Text-to-Speech,14.36,4,4,Teenager,Male,Straight,Teenager/Male/Straight
316,user_9767,Multilingual,99.08,3,4,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
317,user_6658,Multilingual,25.31,2,5,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
318,user_5822,Multilingual,101.9,3,3,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
319,user_7179,Multilingual,12.69,3,5,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
320,user_7473,Visual Aid,93.06,2,3,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
321,user_5166,Colorblind Mode,7.81,1,5,Professional,Female,Straight,Professional/Female/Straight
322,user_9008,Colorblind Mode,61.77,4,4,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
323,user_3931,Multilingual,60.94,1,4,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
324,user_3625,Text-to-Speech,105.62,5,3,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
325,user_5678,Visual Aid,67.62,1,0,Professional,Male,Straight,Professional/Male/Straight
326,user_2889,Multilingual,25.11,4,2,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
327,user_1955,Multilingual,32.08,5,3,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
328,user_9953,Visual Aid,112.18,3,4,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
329,user_8130,Visual Aid,78.83,5,4,Professional,Female,Straight,Professional/Female/Straight
330,user_3,Text-to-Speech,40.66,3,4,Young Adult,Female,Straight,Young Adult/Female/Straight
331,user_6350,Visual Aid,117.25,5,4,Young Adult,Male,Straight,Young Adult/Male/Straight
332,user_4821,Visual Aid,52.8,5,3,Young Adult,Male,Straight,Young Adult/Male/Straight
333,user_107,High Contrast Mode,18.29,2,5,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
334,user_7098,Colorblind Mode,44.36,4,1,Teenager,Male,Straight,Teenager/Male/Straight
335,user_4726,Multilingual,89.44,2,1,Young Adult,Female,Straight,Young Adult/Female/Straight
336,user_1448,Colorblind Mode,72.17,3,3,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
337,user_2354,High Contrast Mode,81.74,5,3,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
338,user_3216,High Contrast Mode,59.94,3,2,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
339,user_1251,Text-to-Speech,26.95,3,2,Senior,Male,Straight,Senior/Male/Straight
340,user_5300,Colorblind Mode,105.5,5,0,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
341,user_4603,Colorblind Mode,6.12,1,2,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
342,user_671,Colorblind Mode,64.73,3,2,Senior,Male,Straight,Senior/Male/Straight
343,user_2549,Multilingual,13.62,2,2,Professional,Female,Straight,Professional/Female/Straight
344,user_5050,Multilingual,12.14,4,0,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
345,user_4281,Visual Aid,102.49,3,4,Professional,Male,Straight,Professional/Male/Straight
346,user_7541,High Contrast Mode,15.47,3,5,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
347,user_8242,Colorblind Mode,35.42,5,1,Professional,Female,Straight,Professional/Female/Straight
349,user_137,Multilingual,60.03,1,4,Professional,Male,Straight,Professional/Male/Straight
350,user_7415,Colorblind Mode,88.2,3,2,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
351,user_5473,Text-to-Speech,60.41,5,0,Adult,Female,Straight,Adult/Female/Straight
352,user_239,Colorblind Mode,48.49,3,1,Professional,Male,Straight,Professional/Male/Straight
353,user_1754,Visual Aid,95.6,1,3,Young Adult,Female,Straight,Young Adult/Female/Straight
354,user_6552,Colorblind Mode,75.6,1,1,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
355,user_3225,Visual Aid,49.72,3,4,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
356,user_2323,Multilingual,119.74,1,4,Teenager,Female,Straight,Teenager/Female/Straight
357,user_8151,Multilingual,38.31,1,4,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
358,user_343,High Contrast Mode,28.19,1,2,Teenager,Female,Straight,Teenager/Female/Straight
359,user_3106,Visual Aid,64.44,1,2,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
360,user_4413,High Contrast Mode,57.41,5,2,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
361,user_9358,Visual Aid,28.47,5,2,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
362,user_1885,Visual Aid,10.26,5,2,Senior,Male,Straight,Senior/Male/Straight
363,user_4141,Visual Aid,55.48,4,3,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
364,user_1675,Visual Aid,77.36,2,4,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
365,user_271,Colorblind Mode,39.69,4,1,Adult,Male,Straight,Adult/Male/Straight
366,user_5673,High Contrast Mode,50.99,5,4,Young Adult,Female,Straight,Young Adult/Female/Straight
367,user_2055,Multilingual,118.34,1,5,Senior,Male,Straight,Senior/Male/Straight
368,user_6233,Multilingual,14.92,3,4,Teenager,Female,Straight,Teenager/Female/Straight
369,user_9916,Colorblind Mode,59.01,5,3,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
370,user_6503,Colorblind Mode,57.65,3,0,Teenager,Female,Straight,Teenager/Female/Straight
371,user_3294,High Contrast Mode,79.2,4,4,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
372,user_6774,Visual Aid,33.35,1,1,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
373,user_4876,Visual Aid,71.46,2,5,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
374,user_2739,Text-to-Speech,35.33,4,3,Senior,Male,Straight,Senior/Male/Straight
375,user_7610,High Contrast Mode,36.06,2,4,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
376,user_2504,High Contrast Mode,40.51,5,4,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
377,user_1215,Visual Aid,23.94,2,4,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
378,user_3072,High Contrast Mode,95.94,4,0,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
379,user_6656,Text-to-Speech,47.48,4,1,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
380,user_4285,Colorblind Mode,98.87,4,5,Senior,Female,Straight,Senior/Female/Straight
381,user_5133,Visual Aid,70.41,5,0,Teenager,Male,Straight,Teenager/Male/Straight
382,user_4668,Text-to-Speech,68.51,3,0,Adult,Male,Straight,Adult/Male/Straight
385,user_7970,High Contrast Mode,11.57,1,2,Young Adult,Male,Straight,Young Adult/Male/Straight
386,user_6852,Visual Aid,75.08,5,4,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
387,user_8351,Visual Aid,83.71,2,4,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
388,user_7882,Colorblind Mode,43.07,4,2,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
389,user_7103,High Contrast Mode,108.75,1,1,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
390,user_7845,Multilingual,13.26,2,1,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
391,user_5010,Text-to-Speech,5.11,5,4,Adult,Female,Straight,Adult/Female/Straight
392,user_6388,High Contrast Mode,76.09,3,5,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
393,user_7854,Visual Aid,57.18,4,5,Adult,Male,Straight,Adult/Male/Straight
394,user_3047,Multilingual,100.56,2,1,Adult,Female,Straight,Adult/Female/Straight
395,user_6331,Colorblind Mode,44.17,1,4,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
396,user_9763,Multilingual,112.32,2,2,Adult,Male,Straight,Adult/Male/Straight
397,user_8419,High Contrast Mode,51.02,3,3,Senior,Female,Straight,Senior/Female/Straight
398,user_6691,Colorblind Mode,105.07,3,5,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
399,user_3187,Colorblind Mode,11.48,5,4,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
400,user_79,High Contrast Mode,37.91,4,5,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
401,user_1459,Colorblind Mode,45.69,1,3,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
402,user_3809,Visual Aid,67.98,4,5,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
403,user_3378,High Contrast Mode,9.98,3,2,Young Adult,Male,Straight,Young Adult/Male/Straight
404,user_3615,Multilingual,116.38,1,0,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
405,user_2173,Multilingual,119.33,3,4,Senior,Male,Straight,Senior/Male/Straight
407,user_9191,Text-to-Speech,64.66,4,5,Young Adult,Female,Straight,Young Adult/Female/Straight
408,user_9014,Visual Aid,118.19,4,5,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
409,user_2210,Visual Aid,57.77,4,1,Young Adult,Male,Straight,Young Adult/Male/Straight
410,user_1551,Multilingual,27.04,3,2,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
412,user_20,Text-to-Speech,119.33,1,1,Professional,Female,Straight,Professional/Female/Straight
413,user_2802,High Contrast Mode,18.85,2,0,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
414,user_6833,Visual Aid,27.56,5,4,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
415,user_7930,Colorblind Mode,53.16,4,0,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
416,user_1977,High Contrast Mode,9.05,4,0,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
417,user_9880,Visual Aid,6.02,3,0,Young Adult,Female,Straight,Young Adult/Female/Straight
418,user_9285,Visual Aid,28.01,1,0,Young Adult,Female,Straight,Young Adult/Female/Straight
419,user_6305,Colorblind Mode,16.88,4,1,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
420,user_1156,Text-to-Speech,27.3,1,5,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
421,user_4860,Colorblind Mode,91.53,4,4,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
422,user_9879,Visual Aid,82.56,2,0,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
423,user_4639,Visual Aid,20.87,1,0,Professional,Female,Straight,Professional/Female/Straight
424,user_1541,Colorblind Mode,95.49,5,3,Teenager,Female,Straight,Teenager/Female/Straight
425,user_8849,Colorblind Mode,117.09,5,2,Professional,Female,Straight,Professional/Female/Straight
426,user_5765,Text-to-Speech,7.52,3,0,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
427,user_1960,Visual Aid,97.75,1,1,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
429,user_7532,Text-to-Speech,107.71,4,5,Senior,Male,Straight,Senior/Male/Straight
430,user_5812,Colorblind Mode,63.51,5,5,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
431,user_6922,Text-to-Speech,51.9,5,0,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
432,user_2019,Visual Aid,95.43,2,0,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
433,user_6813,Multilingual,114.54,3,4,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
434,user_682,Colorblind Mode,97.06,3,0,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
435,user_3422,High Contrast Mode,14.84,4,0,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
436,user_8925,Text-to-Speech,115.28,4,1,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
438,user_9555,Colorblind Mode,67.61,2,1,Young Adult,Female,Straight,Young Adult/Female/Straight
439,user_5346,Text-to-Speech,98.28,5,4,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
440,user_2462,Text-to-Speech,98.15,2,0,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
441,user_6527,Colorblind Mode,35.08,3,3,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
442,user_480,Text-to-Speech,55.43,1,5,Adult,Male,Straight,Adult/Male/Straight
444,user_8445,Text-to-Speech,8.33,2,1,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
445,user_3014,Text-to-Speech,46.37,5,4,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
446,user_2584,Text-to-Speech,71.62,4,5,Teenager,Female,Straight,Teenager/Female/Straight
447,user_8221,High Contrast Mode,33.6,2,4,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
448,user_7511,Visual Aid,81.2,4,5,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
449,user_9279,Text-to-Speech,12.25,3,2,Teenager,Male,Straight,Teenager/Male/Straight
450,user_5135,Colorblind Mode,67.37,1,5,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
451,user_6619,Multilingual,70.7,4,5,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
452,user_1174,Colorblind Mode,60.3,3,2,Professional,Female,Straight,Professional/Female/Straight
453,user_5028,Colorblind Mode,85.99,4,3,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
454,user_1387,Text-to-Speech,107.15,1,2,Senior,Female,Straight,Senior/Female/Straight
455,user_177,High Contrast Mode,44.59,5,3,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
456,user_9267,Colorblind Mode,65.82,5,1,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
457,user_6232,Text-to-Speech,31.67,4,1,Teenager,Female,Straight,Teenager/Female/Straight
458,user_6268,High Contrast Mode,42.63,1,3,Young Adult,Male,Straight,Young Adult/Male/Straight
459,user_1146,Text-to-Speech,19.49,3,4,Adult,Female,Straight,Adult/Female/Straight
460,user_6040,Colorblind Mode,35.74,3,3,Young Adult,Male,Straight,Young Adult/Male/Straight
461,user_2781,Visual Aid,74.95,5,2,Young Adult,Male,Straight,Young Adult/Male/Straight
462,user_3113,High Contrast Mode,14.51,1,0,Teenager,Female,Straight,Teenager/Female/Straight
463,user_2590,Visual Aid,108.92,4,3,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
464,user_5528,Text-to-Speech,68.82,1,3,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
465,user_7403,Colorblind Mode,32.0,4,1,Teenager,Female,Straight,Teenager/Female/Straight
466,user_8648,High Contrast Mode,67.55,2,4,Professional,Male,Straight,Professional/Male/Straight
467,user_9816,High Contrast Mode,71.98,1,3,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
468,user_754,Colorblind Mode,25.65,2,1,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
469,user_8965,High Contrast Mode,64.61,4,5,Professional,Male,Straight,Professional/Male/Straight
471,user_5489,High Contrast Mode,69.32,5,4,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
472,user_710,High Contrast Mode,47.08,4,3,Teenager,Male,Straight,Teenager/Male/Straight
473,user_6940,Colorblind Mode,63.94,5,1,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
474,user_9314,Text-to-Speech,88.1,3,2,Teenager,Female,Straight,Teenager/Female/Straight
475,user_245,Text-to-Speech,70.42,2,2,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
476,user_3134,High Contrast Mode,106.97,2,5,Professional,Female,Straight,Professional/Female/Straight
477,user_899,High Contrast Mode,57.25,1,2,Adult,Male,Straight,Adult/Male/Straight
478,user_3647,High Contrast Mode,28.27,3,2,Senior,Male,Straight,Senior/Male/Straight
479,user_4680,Text-to-Speech,84.14,1,2,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
480,user_7908,Text-to-Speech,88.77,1,3,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
481,user_1167,Visual Aid,75.5,1,0,Professional,Male,Straight,Professional/Male/Straight
482,user_1284,Colorblind Mode,49.05,5,3,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
